No	Protein	Protein	Class
999	CG11699	CG1746	1
1000	CG11711	CG1422	1
1001	CG11711	CG17377	1
1002	CG11711	CG1921	1
1003	CG11711	CG31869	1
1004	CG11711	CG32711	1
1005	CG11711	CG3557	1
1006	CG11711	CG4865	1
1007	CG11711	CG4959	1
1008	CG11711	CG5693	1
1009	CG11711	CG6779	1
1010	CG11711	CG9016	1
1011	CG11718	CG8228	1
1012	CG11722	CG15634	1
1013	CG11722	CG5345	1
1014	CG11723	CG9473	1
1015	CG11727	CG5280	1
1016	CG11738	CG15015	1
1017	CG11738	CG2972	1
1018	CG11750	CG32133	1
1019	CG11753	CG7808	1
1020	CG11753	CG9090	1
1021	CG11756	CG3658	1
1022	CG11756	CG6459	1
1023	CG11759	CG15080	1
1024	CG11770	CG6235	1
1025	CG11776	CG12433	1
1026	CG11776	CG9893	1
1027	CG11791	CG18528	1
1028	CG11796	CG14105	1
1029	CG11802	CG3224	1
1030	CG11802	CG7015	1
1031	CG11804	CG6290	1
1032	CG11819	CG5359	1
1033	CG11835	CG4415	1
1034	CG11844	CG33214	1
1035	CG11849	CG18591	1
1036	CG11876	CG11881	1
1037	CG11876	CG13280	1
1038	CG11876	CG2677	1
1039	CG11876	CG8057	1
1040	CG11881	CG12928	1
1041	CG11881	CG13731	1
1042	CG11881	CG16758	1
1043	CG11881	CG17059	1
1044	CG11881	CG17894	1
1045	CG11881	CG2986	1
1046	CG11881	CG4076	1
1047	CG11881	CG4617	1
1048	CG11881	CG4865	1
1049	CG11881	CG5359	1
1050	CG11881	CG6779	1
1051	CG11881	CG9541	1
1052	CG11882	CG5303	1
1053	CG11882	CG9012	1
1054	CG11883	CG15735	1
1055	CG11883	CG3193	1
1056	CG11885	CG13319	1
1057	CG11887	CG14000	1
1058	CG11896	CG13687	1
1059	CG11896	CG2213	1
1060	CG11896	CG31559	1
1061	CG11896	CG4553	1
1062	CG11896	CG7108	1
1063	CG11896	CG8768	1
1064	CG11899	CG12013	1
1065	CG11899	CG6584	1
1066	CG11905	CG14625	1
1067	CG11905	CG18259	1
1068	CG11905	CG4887	1
1069	CG11905	CG5062	1
1070	CG11905	CG8495	1
1071	CG11906	CG17855	1
1072	CG11920	CG13097	1
1073	CG11920	CG13458	1
1074	CG11949	CG9636	1
1075	CG11961	CG13200	1
1076	CG11961	CG3858	1
1077	CG11963	CG13549	1
1078	CG11964	CG1391	1
1079	CG11964	CG4303	1
1080	CG11964	CG8617	1
1081	CG11968	CG2092	1
1082	CG11968	CG8707	1
1083	CG11985	CG2865	1
1084	CG11987	CG12954	1
1085	CG11990	CG4167	1
1086	CG12000	CG13840	1
1087	CG12000	CG15352	1
1088	CG12001	CG14271	1
1089	CG12001	CG8362	1
1090	CG12007	CG9986	1
1091	CG12011	CG8414	1
1092	CG12013	CG4795	1
1093	CG12018	CG1478	1
1094	CG12018	CG2830	1
1095	CG12020	CG17342	1
1096	CG12020	CG4766	1
1097	CG12020	CG6416	1
1098	CG12020	CG9665	1
1099	CG12021	CG18124	1
1100	CG12021	CG9099	1
1101	CG12023	CG4584	1
1102	CG12025	CG30115	1
1103	CG12025	CG32096	1
1104	CG12030	CG6685	1
1105	CG12034	CG4405	1
1106	CG12034	CG9159	1
1107	CG12047	CG13138	1
1108	CG12047	CG4832	1
1109	CG12054	CG12404	1
1110	CG12056	CG33103	1
1111	CG12065	CG18042	1
1112	CG12065	CG5703	1
1113	CG12070	CG3671	1
1114	CG12075	CG17521	1
1115	CG12075	CG8857	1
1116	CG12079	CG17924	1
1117	CG12079	CG6463	1
1118	CG12081	CG15220	1
1119	CG12081	CG15693	1
1120	CG12081	CG5807	1
1121	CG12081	CG8276	1
1122	CG12106	CG7168	1
1123	CG12107	CG8383	1
1124	CG12109	CG13022	1
1125	CG12115	CG15185	1
1126	CG12116	CG31150	1
1127	CG12116	CG4345	1
1128	CG12116	CG8721	1
1129	CG12116	CG9703	1
1130	CG12116	CG9773	1
1131	CG12124	CG13167	1
1132	CG12124	CG18067	1
1133	CG12124	CG3948	1
1134	CG12124	CG5028	1
1135	CG12124	CG6416	1
1136	CG12129	CG17660	1
1137	CG12132	CG5984	1
1138	CG12142	CG4287	1
1139	CG12143	CG6020	1
1140	CG12157	CG32654	1
1141	CG1216	CG14254	1
1142	CG1216	CG14939	1
1143	CG1216	CG15693	1
1144	CG1216	CG2519	1
1145	CG1216	CG32950	1
1146	CG1216	CG4532	1
1147	CG1216	CG5709	1
1148	CG1216	CG6637	1
1149	CG1216	CG7725	1
1150	CG1216	CG9242	1
1151	CG12163	CG17358	1
1152	CG12175	CG1422	1
1153	CG12175	CG15224	1
1154	CG12175	CG17855	1
1155	CG12175	CG4168	1
1156	CG12175	CG7238	1
1157	CG12179	CG14101	1
1158	CG12179	CG9653	1
1159	CG12179	CG9986	1
1160	CG12182	CG12297	1
1161	CG12194	CG12437	1
1162	CG12206	CG3953	1
1163	CG12227	CG13138	1
1164	CG12227	CG14053	1
1165	CG12227	CG9316	1
1166	CG12234	CG5642	1
1167	CG12235	CG2862	1
1168	CG12237	CG13662	1
1169	CG12261	CG14480	1
1170	CG12272	CG13458	1
1171	CG12272	CG13966	1
1172	CG12272	CG17342	1
1173	CG12272	CG31029	1
1174	CG12289	CG16758	1
1175	CG12289	CG8458	1
1176	CG12297	CG5576	1
1177	CG12297	CG5709	1
1178	CG12297	CG7486	1
1179	CG12321	CG31999	1
1180	CG12321	CG3525	1
1181	CG12324	CG13840	1
1182	CG12333	CG5405	1
1183	CG12363	CG12813	1
1184	CG12363	CG13022	1
1185	CG12363	CG13312	1
1186	CG12363	CG13929	1
1187	CG12363	CG14025	1
1188	CG12363	CG18734	1
1189	CG12363	CG2210	1
1190	CG12363	CG2267	1
1191	CG12363	CG31122	1
1192	CG12363	CG31145	1
1193	CG12363	CG31305	1
1194	CG12363	CG3400	1
1195	CG12363	CG5359	1
1196	CG12363	CG5581	1
1197	CG12363	CG7208	1
1198	CG12366	CG9986	1
1199	CG12372	CG31640	1
1200	CG12372	CG7997	1
1201	CG12374	CG13840	1
1202	CG12374	CG18094	1
1203	CG12389	CG3506	1
1204	CG12399	CG13576	1
1205	CG12399	CG4795	1
1206	CG12399	CG5903	1
1207	CG12399	CG6891	1
1208	CG12404	CG17739	1
1209	CG12404	CG1786	1
1210	CG12418	CG8291	1
1211	CG12418	CG9986	1
1212	CG12426	CG6772	1
1213	CG12427	CG13671	1
1214	CG12433	CG12775	1
1215	CG12433	CG13843	1
1216	CG12433	CG2046	1
1217	CG12441	CG13083	1
1218	CG12441	CG15459	1
1219	CG12441	CG6253	1
1220	CG12452	CG4681	1
1221	CG12486	CG32626	1
1222	CG1249	CG14071	1
1223	CG1249	CG8282	1
1224	CG1250	CG14830	1
1225	CG1250	CG15136	1
1226	CG1250	CG30193	1
1227	CG1250	CG8121	1
1228	CG1250	CG8851	1
1229	CG12505	CG14166	1
1230	CG12517	CG3622	1
1231	CG12521	CG13458	1
1232	CG12521	CG30365	1
1233	CG12521	CG31029	1
1234	CG12521	CG9273	1
1235	CG12521	CG9839	1
1236	CG12534	CG2987	1
1237	CG12548	CG12645	1
1238	CG12548	CG17221	1
1239	CG12558	CG5288	1
1240	CG12585	CG7752	1
1241	CG12589	CG13083	1
1242	CG12589	CG13838	1
1243	CG12589	CG14145	1
1244	CG12589	CG3085	1
1245	CG12589	CG8725	1
1246	CG12607	CG13200	1
1247	CG12607	CG15422	1
1248	CG12607	CG2216	1
1249	CG12607	CG4681	1
1250	CG12607	CG7570	1
1251	CG12645	CG13625	1
1252	CG12645	CG14634	1
1253	CG12645	CG1478	1
1254	CG12645	CG15308	1
1255	CG12645	CG33141	1
1256	CG12655	CG17233	1
1257	CG12659	CG6197	1
1258	CG12664	CG13598	1
1259	CG12664	CG7015	1
1260	CG12673	CG4217	1
1261	CG12676	CG13467	1
1262	CG12676	CG15525	1
1263	CG12676	CG6416	1
1264	CG12681	CG2713	1
1265	CG12692	CG3151	1
1266	CG12701	CG13312	1
1267	CG12701	CG31999	1
1268	CG12701	CG6459	1
1269	CG12701	CG9192	1
1270	CG1271	CG3151	1
1271	CG12721	CG6814	1
1272	CG12721	CG6840	1
1273	CG1273	CG13287	1
1274	CG12730	CG5408	1
1275	CG1274	CG15087	1
1276	CG1274	CG9306	1
1277	CG12740	CG5061	1
1278	CG12744	CG3151	1
1279	CG12750	CG14053	1
1280	CG12756	CG2210	1
1281	CG12756	CG6874	1
1282	CG12767	CG17154	1
1283	CG12767	CG2986	1
1284	CG12770	CG15016	1
1285	CG12775	CG15167	1
1286	CG12775	CG16972	1
1287	CG12775	CG31477	1
1288	CG12775	CG4167	1
1289	CG12775	CG5485	1
1290	CG12775	CG6843	1
1291	CG12775	CG8815	1
1292	CG12787	CG14183	1
1293	CG12787	CG8840	1
1294	CG12789	CG3953	1
1295	CG12812	CG1391	1
1296	CG12812	CG3166	1
1297	CG12812	CG5923	1
1298	CG12813	CG9986	1
1299	CG12816	CG15422	1
1300	CG12819	CG4167	1
1301	CG12835	CG13287	1
1302	CG12835	CG18584	1
1303	CG12835	CG9060	1
1304	CG12862	CG6608	1
1305	CG12863	CG13785	1
1306	CG12863	CG7605	1
1307	CG12892	CG6058	1
1308	CG12908	CG17158	1
1309	CG12914	CG4771	1
1310	CG1294	CG12985	1
1311	CG12954	CG5792	1
1312	CG12958	CG12985	1
1313	CG12958	CG1641	1
1314	CG12958	CG17050	1
1315	CG12958	CG4104	1
1316	CG12958	CG4557	1
1317	CG12958	CG4832	1
1318	CG12958	CG8282	1
1319	CG12975	CG13867	1
1320	CG12975	CG7098	1
1321	CG12985	CG13083	1
1322	CG12985	CG13247	1
1323	CG12985	CG13293	1
1324	CG12985	CG14044	1
1325	CG12985	CG1474	1
1326	CG12985	CG15109	1
1327	CG12985	CG1591	1
1328	CG12985	CG17564	1
1329	CG12985	CG17785	1
1330	CG12985	CG2213	1
1331	CG12985	CG2830	1
1332	CG12985	CG2925	1
1333	CG12985	CG3085	1
1334	CG12985	CG3151	1
1335	CG12985	CG32226	1
1336	CG12985	CG32940	1
1337	CG12985	CG3922	1
1338	CG12985	CG5733	1
1339	CG12985	CG7352	1
1340	CG12985	CG7518	1
1341	CG12985	CG8134	1
1342	CG12985	CG9124	1
1343	CG12985	CG9665	1
1344	CG12995	CG15080	1
1345	CG12995	CG31175	1
1346	CG13004	CG13167	1
1347	CG13005	CG14145	1
1348	CG13005	CG14931	1
1349	CG13005	CG15634	1
1350	CG13005	CG7911	1
1351	CG13005	CG8173	1
1352	CG13022	CG15099	1
1353	CG13022	CG17018	1
1354	CG13022	CG18584	1
1355	CG13022	CG3929	1
1356	CG13022	CG5933	1
1357	CG13022	CG6725	1
1358	CG13022	CG7725	1
1359	CG13022	CG7951	1
1360	CG13031	CG5358	1
1361	CG13031	CG9192	1
1362	CG13050	CG7171	1
1363	CG13050	CG9192	1
1364	CG13057	CG9238	1
1365	CG1307	CG1391	1
1366	CG1307	CG15109	1
1367	CG1307	CG15459	1
1368	CG1307	CG15525	1
1369	CG1307	CG4918	1
1370	CG1307	CG5327	1
1371	CG1307	CG5721	1
1372	CG1307	CG9368	1
1373	CG13072	CG5792	1
1374	CG13077	CG13671	1
1375	CG13081	CG9734	1
1376	CG13083	CG13502	1
1377	CG13083	CG13949	1
1378	CG13083	CG1474	1
1379	CG13083	CG14750	1
1380	CG13083	CG15764	1
1381	CG13083	CG16969	1
1382	CG13083	CG17744	1
1383	CG13083	CG17785	1
1384	CG13083	CG18292	1
1385	CG13083	CG30404	1
1386	CG13083	CG31029	1
1387	CG13083	CG5327	1
1388	CG13083	CG8383	1
1389	CG13083	CG8725	1
1390	CG13085	CG14053	1
1391	CG13087	CG32176	1
1392	CG1309	CG1746	1
1393	CG13090	CG1391	1
1394	CG13090	CG14806	1
1395	CG13090	CG17050	1
1396	CG13090	CG18012	1
1397	CG13090	CG2865	1
1398	CG13090	CG3082	1
1399	CG13090	CG4454	1
1400	CG13090	CG4617	1
1401	CG13090	CG6376	1
1402	CG13090	CG7277	1
1403	CG13090	CG9273	1
1404	CG13097	CG4866	1
1405	CG13097	CG5709	1
1406	CG13098	CG9740	1
1407	CG13113	CG3214	1
1408	CG13124	CG13458	1
1409	CG13124	CG2950	1
1410	CG13124	CG4865	1
1411	CG13131	CG1911	1
1412	CG13131	CG6904	1
1413	CG13138	CG13287	1
1414	CG13138	CG13728	1
1415	CG13138	CG13840	1
1416	CG13138	CG1851	1
1417	CG13138	CG31090	1
1418	CG13138	CG5792	1
1419	CG13138	CG6569	1
1420	CG13138	CG7424	1
1421	CG13138	CG7757	1
1422	CG13138	CG7966	1
1423	CG13138	CG8276	1
1424	CG13139	CG1422	1
1425	CG13139	CG2075	1
1426	CG13139	CG4153	1
1427	CG13139	CG6910	1
1428	CG1314	CG15576	1
1429	CG1314	CG2998	1
1430	CG1314	CG3929	1
1431	CG1314	CG6770	1
1432	CG13151	CG15916	1
1433	CG13155	CG1395	1
1434	CG13157	CG13630	1
1435	CG13157	CG15109	1
1436	CG13157	CG2096	1
1437	CG13157	CG3151	1
1438	CG13157	CG4303	1
1439	CG13157	CG5099	1
1440	CG13157	CG7104	1
1441	CG13157	CG7231	1
1442	CG13159	CG13245	1
1443	CG13159	CG13312	1
1444	CG13159	CG14039	1
1445	CG13159	CG1417	1
1446	CG13159	CG1502	1
1447	CG13159	CG15170	1
1448	CG13159	CG17377	1
1449	CG13159	CG1921	1
1450	CG13159	CG31999	1
1451	CG13159	CG4835	1
1452	CG13159	CG5380	1
1453	CG13159	CG5933	1
1454	CG13159	CG6378	1
1455	CG13159	CG6864	1
1456	CG13159	CG7570	1
1457	CG1316	CG9829	1
1458	CG13164	CG5445	1
1459	CG13167	CG3314	1
1460	CG13167	CG3922	1
1461	CG13167	CG9523	1
1462	CG1317	CG7546	1
1463	CG13186	CG13458	1
1464	CG13186	CG3557	1
1465	CG13188	CG33070	1
1466	CG13190	CG9252	1
1467	CG13194	CG8815	1
1468	CG13200	CG13504	1
1469	CG13200	CG13731	1
1470	CG13200	CG13840	1
1471	CG13200	CG13857	1
1472	CG13200	CG3918	1
1473	CG13200	CG8541	1
1474	CG13200	CG9588	1
1475	CG13201	CG4623	1
1476	CG13201	CG5057	1
1477	CG13208	CG13389	1
1478	CG13208	CG17369	1
1479	CG13208	CG17903	1
1480	CG13208	CG18730	1
1481	CG13208	CG2216	1
1482	CG13208	CG2698	1
1483	CG13208	CG6770	1
1484	CG13210	CG2982	1
1485	CG13210	CG32226	1
1486	CG13211	CG32096	1
1487	CG13220	CG2608	1
1488	CG13220	CG4303	1
1489	CG13220	CG6578	1
1490	CG13220	CG7808	1
1491	CG13223	CG14044	1
1492	CG13227	CG13721	1
1493	CG13227	CG15422	1
1494	CG13245	CG6202	1
1495	CG13245	CG9653	1
1496	CG13245	CG9706	1
1497	CG13281	CG1609	1
1498	CG13281	CG17255	1
1499	CG13281	CG4795	1
1500	CG13281	CG6707	1
1501	CG13281	CG8548	1
1502	CG13287	CG1391	1
1503	CG13287	CG17050	1
1504	CG13287	CG2865	1
1505	CG13287	CG30404	1
1506	CG13287	CG3081	1
1507	CG13287	CG4303	1
1508	CG13287	CG4617	1
1509	CG13287	CG7570	1
1510	CG13287	CG9392	1
1511	CG13293	CG6985	1
1512	CG13293	CG7570	1
1513	CG13293	CG7808	1
1514	CG13299	CG5346	1
1515	CG13311	CG6684	1
1516	CG13311	CG6770	1
1517	CG13311	CG8181	1
1518	CG13311	CG9653	1
1519	CG13311	CG9911	1
1520	CG13322	CG2175	1
1521	CG13322	CG4972	1
1522	CG13322	CG8711	1
1523	CG13329	CG4162	1
1524	CG13332	CG2759	1
1525	CG13333	CG32096	1
1526	CG13337	CG14815	1
1527	CG13348	CG13889	1
1528	CG13349	CG7088	1
1529	CG13349	CG7625	1
1530	CG13358	CG15109	1
1531	CG13361	CG15323	1
1532	CG13363	CG32940	1
1533	CG13363	CG7146	1
1534	CG13373	CG3858	1
1535	CG13373	CG9975	1
1536	CG13379	CG13389	1
1537	CG13379	CG2210	1
1538	CG13379	CG2865	1
1539	CG13379	CG4918	1
1540	CG13379	CG6519	1
1541	CG13379	CG8495	1
1542	CG13379	CG9556	1
1543	CG13387	CG14135	1
1544	CG13387	CG32654	1
1545	CG13389	CG18468	1
1546	CG13389	CG9511	1
1547	CG1339	CG31012	1
1548	CG13400	CG31756	1
1549	CG13400	CG6378	1
1550	CG13407	CG14362	1
1551	CG13407	CG17782	1
1552	CG13407	CG32486	1
1553	CG13407	CG4780	1
1554	CG13407	CG5976	1
1555	CG13415	CG15576	1
1556	CG13432	CG17358	1
1557	CG13432	CG32096	1
1558	CG1344	CG17003	1
1559	CG13454	CG8322	1
1560	CG13458	CG14025	1
1561	CG13458	CG1422	1
1562	CG13458	CG14549	1
1563	CG13458	CG14904	1
1564	CG13458	CG14905	1
1565	CG13458	CG15109	1
1566	CG13458	CG15632	1
1567	CG13458	CG15634	1
1568	CG13458	CG16984	1
1569	CG13458	CG17050	1
1570	CG13458	CG17237	1
1571	CG13458	CG1841	1
1572	CG13458	CG18584	1
1573	CG13458	CG1871	1
1574	CG13458	CG2096	1
1575	CG13458	CG2261	1
1576	CG13458	CG2910	1
1577	CG13458	CG3078	1
1578	CG13458	CG31121	1
1579	CG13458	CG31797	1
1580	CG13458	CG3193	1
1581	CG13458	CG32100	1
1582	CG13458	CG3295	1
1583	CG13458	CG4570	1
1584	CG13458	CG5089	1
1585	CG13458	CG5380	1
1586	CG13458	CG6891	1
1587	CG13458	CG7518	1
1588	CG13458	CG7611	1
1589	CG13458	CG8282	1
1590	CG13458	CG8617	1
1591	CG13458	CG8725	1
1592	CG13458	CG9099	1
1593	CG13474	CG14133	1
1594	CG13474	CG15124	1
1595	CG13474	CG2709	1
1596	CG13474	CG5134	1
1597	CG13474	CG5642	1
1598	CG13474	CG6605	1
1599	CG13474	CG7765	1
1600	CG13474	CG8309	1
1601	CG13476	CG14025	1
1602	CG13476	CG14133	1
1603	CG13476	CG15071	1
1604	CG13476	CG17564	1
1605	CG13476	CG17744	1
1606	CG13476	CG30077	1
1607	CG13476	CG31136	1
1608	CG13476	CG8269	1
1609	CG13476	CG8470	1
1610	CG13476	CG9246	1
1611	CG13476	CG9418	1
1612	CG13476	CG9802	1
1613	CG13477	CG13838	1
1614	CG13477	CG2774	1
1615	CG13477	CG9893	1
1616	CG13488	CG32940	1
1617	CG13492	CG15370	1
1618	CG13494	CG9195	1
1619	CG13502	CG1911	1
1620	CG13502	CG5277	1
1621	CG13504	CG15422	1
1622	CG13531	CG33070	1
1623	CG13541	CG3662	1
1624	CG13541	CG4583	1
1625	CG13541	CG8414	1
1626	CG13541	CG9467	1
1627	CG13544	CG9035	1
1628	CG13549	CG2986	1
1629	CG13549	CG32380	1
1630	CG13549	CG8671	1
1631	CG13564	CG9986	1
1632	CG13567	CG18616	1
1633	CG13567	CG9177	1
1634	CG13576	CG6292	1
1635	CG13576	CG7808	1
1636	CG13576	CG7899	1
1637	CG13576	CG7920	1
1638	CG13576	CG9306	1
1639	CG13581	CG15636	1
1640	CG13581	CG5685	1
1641	CG13585	CG18806	1
1642	CG13585	CG9796	1
1643	CG13598	CG31559	1
1644	CG13599	CG2227	1
1645	CG13599	CG9796	1
1646	CG13603	CG14044	1
1647	CG13609	CG5884	1
1648	CG13609	CG8552	1
1649	CG13614	CG6569	1
1650	CG13623	CG9986	1
1651	CG13625	CG3193	1
1652	CG13625	CG4865	1
1653	CG13625	CG5649	1
1654	CG13625	CG9541	1
1655	CG13625	CG9911	1
1656	CG13628	CG4303	1
1657	CG1363	CG15697	1
1658	CG1363	CG6486	1
1659	CG1363	CG6770	1
1660	CG13630	CG4303	1
1661	CG13631	CG2944	1
1662	CG13636	CG4139	1
1663	CG13636	CG6253	1
1664	CG13636	CG7886	1
1665	CG13645	CG6459	1
1666	CG13656	CG15764	1
1667	CG13656	CG3610	1
1668	CG13656	CG4303	1
1669	CG13656	CG4865	1
1670	CG13662	CG2168	1
1671	CG13662	CG2213	1
1672	CG13662	CG3810	1
1673	CG13662	CG5127	1
1674	CG13671	CG6519	1
1675	CG13688	CG14538	1
1676	CG13688	CG15003	1
1677	CG13688	CG15071	1
1678	CG13688	CG2448	1
1679	CG13688	CG6773	1
1680	CG13689	CG32016	1
1681	CG13689	CG7144	1
1682	CG13698	CG4059	1
1683	CG13699	CG14101	1
1684	CG13700	CG5358	1
1685	CG13700	CG6707	1
1686	CG13707	CG5474	1
1687	CG13707	CG9539	1
1688	CG13720	CG3493	1
1689	CG13721	CG13731	1
1690	CG13731	CG14153	1
1691	CG13731	CG17377	1
1692	CG13731	CG1921	1
1693	CG13731	CG2261	1
1694	CG13731	CG3858	1
1695	CG13731	CG5099	1
1696	CG13731	CG7173	1
1697	CG13737	CG2910	1
1698	CG13741	CG4983	1
1699	CG13741	CG7742	1
1700	CG13747	CG8191	1
1701	CG13780	CG4959	1
1702	CG13783	CG4167	1
1703	CG13784	CG13889	1
1704	CG13785	CG4959	1
1705	CG13838	CG14071	1
1706	CG13838	CG15468	1
1707	CG13838	CG17841	1
1708	CG13838	CG18041	1
1709	CG13838	CG2286	1
1710	CG13838	CG30011	1
1711	CG13838	CG31175	1
1712	CG13838	CG31324	1
1713	CG13838	CG3810	1
1714	CG13838	CG5057	1
1715	CG13838	CG5199	1
1716	CG13838	CG7282	1
1717	CG13838	CG8309	1
1718	CG13838	CG8824	1
1719	CG13838	CG9418	1
1720	CG13840	CG14614	1
1721	CG13840	CG31924	1
1722	CG13840	CG3771	1
1723	CG13840	CG7655	1
1724	CG13843	CG15220	1
1725	CG13843	CG18398	1
1726	CG13843	CG2865	1
1727	CG13843	CG6519	1
1728	CG13843	CG9624	1
1729	CG13867	CG18332	1
1730	CG13867	CG31175	1
1731	CG13867	CG3529	1
1732	CG13870	CG4959	1
1733	CG13883	CG31090	1
1734	CG13886	CG8470	1
1735	CG13889	CG3151	1
1736	CG13889	CG5847	1
1737	CG13890	CG14815	1
1738	CG13891	CG15737	1
1739	CG13900	CG2830	1
1740	CG13900	CG5642	1
1741	CG13904	CG4795	1
1742	CG13907	CG13949	1
1743	CG13907	CG4759	1
1744	CG1391	CG14651	1
1745	CG1391	CG16747	1
1746	CG1391	CG17377	1
1747	CG1391	CG4216	1
1748	CG1391	CG4959	1
1749	CG1391	CG5080	1
1750	CG1391	CG5569	1
1751	CG1391	CG6378	1
1752	CG1391	CG7238	1
1753	CG1391	CG7518	1
1754	CG1391	CG7856	1
1755	CG1391	CG8483	1
1756	CG1391	CG8598	1
1757	CG1391	CG9653	1
1758	CG13926	CG9163	1
1759	CG13928	CG2079	1
1760	CG13928	CG5576	1
1761	CG13942	CG17327	1
1762	CG13949	CG2095	1
1763	CG13949	CG31756	1
1764	CG13949	CG9160	1
1765	CG1395	CG2652	1
1766	CG1395	CG7168	1
1767	CG1395	CG7172	1
1768	CG1395	CG9511	1
1769	CG13950	CG15881	1
1770	CG13950	CG17294	1
1771	CG13951	CG15443	1
1772	CG13955	CG8362	1
1773	CG13958	CG18094	1
1774	CG13962	CG2210	1
1775	CG13964	CG15323	1
1776	CG13964	CG3021	1
1777	CG13966	CG15532	1
1778	CG13966	CG15764	1
1779	CG13966	CG1994	1
1780	CG13966	CG31090	1
1781	CG13966	CG31291	1
1782	CG13966	CG7238	1
1783	CG13988	CG9160	1
1784	CG13991	CG15710	1
1785	CG13993	CG3093	1
1786	CG13993	CG9597	1
1787	CG13999	CG14186	1
1788	CG14004	CG17726	1
1789	CG14025	CG2709	1
1790	CG14025	CG7172	1
1791	CG14025	CG7725	1
1792	CG14025	CG7757	1
1793	CG14025	CG7920	1
1794	CG14025	CG8669	1
1795	CG14025	CG9795	1
1796	CG14044	CG15069	1
1797	CG14044	CG15370	1
1798	CG14044	CG15646	1
1799	CG14044	CG1888	1
1800	CG14044	CG2925	1
1801	CG14044	CG3140	1
1802	CG14044	CG33070	1
1803	CG14044	CG4617	1
1804	CG14044	CG7810	1
1805	CG14044	CG8746	1
1806	CG14044	CG9541	1
1807	CG14053	CG9172	1
1808	CG14053	CG9316	1
1809	CG14071	CG14145	1
1810	CG14071	CG17153	1
1811	CG14071	CG18332	1
1812	CG14071	CG4079	1
1813	CG14071	CG5820	1
1814	CG14071	CG7886	1
1815	CG14073	CG4300	1
1816	CG14075	CG4087	1
1817	CG14079	CG17358	1
1818	CG14101	CG4983	1
1819	CG14104	CG32479	1
1820	CG14104	CG4071	1
1821	CG14113	CG15374	1
1822	CG14113	CG3454	1
1823	CG14113	CG9273	1
1824	CG14121	CG31241	1
1825	CG14128	CG4832	1
1826	CG14133	CG18449	1
1827	CG14133	CG2774	1
1828	CG14133	CG30077	1
1829	CG14133	CG3048	1
1830	CG14133	CG7238	1
1831	CG14133	CG9418	1
1832	CG14133	CG9882	1
1833	CG14145	CG14556	1
1834	CG14145	CG15152	1
1835	CG14145	CG1669	1
1836	CG14145	CG18528	1
1837	CG14145	CG2095	1
1838	CG14145	CG4303	1
1839	CG14145	CG8669	1
1840	CG14145	CG9834	1
1841	CG14145	CG9951	1
1842	CG14147	CG17377	1
1843	CG14147	CG4216	1
1844	CG14153	CG14543	1
1845	CG14153	CG17233	1
1846	CG1416	CG32096	1
1847	CG1417	CG3186	1
1848	CG1417	CG3403	1
1849	CG1417	CG5792	1
1850	CG1417	CG6341	1
1851	CG1417	CG6608	1
1852	CG1418	CG18806	1
1853	CG14183	CG15636	1
1854	CG14183	CG18081	1
1855	CG14186	CG8814	1
1856	CG14194	CG8487	1
1857	CG14199	CG9192	1
1858	CG14210	CG33130	1
1859	CG14210	CG4087	1
1860	CG1422	CG14442	1
1861	CG1422	CG14622	1
1862	CG1422	CG1474	1
1863	CG1422	CG15109	1
1864	CG1422	CG1685	1
1865	CG1422	CG17050	1
1866	CG1422	CG18332	1
1867	CG1422	CG2865	1
1868	CG1422	CG2925	1
1869	CG1422	CG31036	1
1870	CG1422	CG3114	1
1871	CG1422	CG3151	1
1872	CG1422	CG31917	1
1873	CG1422	CG5089	1
1874	CG1422	CG6147	1
1875	CG1422	CG6677	1
1876	CG1422	CG7757	1
1877	CG1422	CG8383	1
1878	CG1422	CG8598	1
1879	CG1422	CG8725	1
1880	CG1422	CG9541	1
1881	CG14220	CG17604	1
1882	CG14235	CG17903	1
1883	CG14235	CG1818	1
1884	CG14235	CG30019	1
1885	CG14235	CG32043	1
1886	CG14235	CG6779	1
1887	CG14235	CG7762	1
1888	CG14235	CG8251	1
1889	CG14253	CG8322	1
1890	CG14254	CG17592	1
1891	CG14254	CG3114	1
1892	CG14254	CG8981	1
1893	CG1427	CG3688	1
1894	CG1429	CG32451	1
1895	CG14302	CG15710	1
1896	CG14302	CG9418	1
1897	CG14302	CG9653	1
1898	CG14317	CG18292	1
1899	CG14317	CG4079	1
1900	CG14317	CG5380	1
1901	CG1433	CG32096	1
1902	CG1435	CG15482	1
1903	CG1435	CG15525	1
1904	CG1435	CG2774	1
1905	CG14353	CG6544	1
1906	CG14359	CG4303	1
1907	CG14367	CG2950	1
1908	CG14367	CG7088	1
1909	CG14369	CG1821	1
1910	CG14369	CG4220	1
1911	CG14380	CG1660	1
1912	CG14380	CG9035	1
1913	CG14408	CG15764	1
1914	CG14408	CG17785	1
1915	CG14408	CG7238	1
1916	CG14416	CG17358	1
1917	CG14416	CG3365	1
1918	CG14427	CG3021	1
1919	CG14427	CG6416	1
1920	CG14436	CG8540	1
1921	CG14438	CG17450	1
1922	CG14442	CG4168	1
1923	CG14442	CG5026	1
1924	CG14442	CG6353	1
1925	CG14442	CG7238	1
1926	CG14443	CG14837	1
1927	CG14443	CG3365	1
1928	CG14443	CG5824	1
1929	CG14443	CG9715	1
1930	CG14444	CG9986	1
